word,count
"foster-brother",1
"fought",3
"foughten",3
"foul",4
"fouled",1
"foulness",2
"found",114
"fountain",1
"four",30
"four-square",1
"fourteen",1
"fourth",6
"fowl",5
"fox",1
"fragrance",3
"fragrant",4
"frail",2
"frame",2
"framed",2
"framing",1
"frank",11
"frank-looking",1
"franklins",1
"frankly",3
"fray",1
"free",20
"freedom",3
"freeing",1
"freely",5
"freer",1
"fresh",12
"fresh-coloured",1
"fresh-looking",1
"fresher",1
"freshness",1
"fret",1
"fretted",3
"fretting",1
"friday",1
"friend",107
"friendliness",4
"friendly",16
"friends",106
"friendship",5
"friendships",1
"friendship’s",1
"friend’s",3
"frighted",5
"frist",1
"fritillary",1
"fro",7
"from",583
"front",2
"frost",1
"frozen",1
"fruit",1
"fruited",1
"fruitful",1
"fruits",3
"fulfilled",2
"fulfilleth",1
"fulfilment",8
"full",63
"full-grown",1
"fuller",1
"fullness",1
"fully",4
"fumbled",2
"fumed",2
"fumigated",1
"fur",1
"furies",1
"furious",2
"furlong",4
"furnish",1
"furnished",1
"further",25
"furtherance",1
"furthered",1
"furthermore",11
"furthest",1
"fury",2
"gaily",4
"gain",7
"gained",1
"gainsaid",2
"gainsay",8
"gallant",3
"gallantly",1
"game",4
"gamesome",1
"gangrel",3
"garden",18
"garden-slopes",1
"gardens",3
"garland",5
"garlands",3
"garment",1
"garments",8
"garrison",1
"garth",3
"gasping",1
"gat",28
"gate",24
"gates",9
"gateward",1
"gateway",2
"gather",9
"gathered",16
"gathering",3
"gattest",3
"gaudy",2
"gaunt",1
"gave",63
"gavest",1
"gay",13
"gaze",2
"gazed",12
"gazing",12
"gear",13
"gemmed",1
"gems",6
"generous",1
"gentiles",2
"gentle",5
"gentleness",1
"gently",5
"geoffrey",8
"gerard",30
"gerardson",6
"gerardsons",6
"gerfalcons",1
"get",42
"getting",10
"ghastly",1
"ghost",1
"ghosts",3
"ghyll",1
"giants",4
"gibbered",1
"gibbering",1
"gibe",1
"gibes",2
"gibing",1
"gift",29
"gifts",7
"gilded",4
"giles",6
"gillyflowers",1
"gins",1
"gird",4
"girded",2
"girding",3
"girdle",25
"girdle-buckle",1
"girdle-pouch",1
"girdles",1
"girdlestead",2
"girl",1
"girt",7
"girt-up",1
"girth",1
"girths",1
"give",73
"given",33
"giveth",3
"giving",9
"glad",46
"gladden",1
"gladdened",2
"glade",5
"gladly",2
"gladness",4
"glance",2
"glanced",1
"glances",1
"glancing",2
"glare",1
"glared",1
"glass",3
"gleam",7
"gleam-gown",1
"gleamed",6
"gleaming",9
"gleaming-glittering",1
"glee",2
"gleed",1
"gleeds",1
"gleeful",1
"glided",8
"gliding",1
"glimmer",3
"glimpse",3
"glitter",4
"glitter-gown",1
"glittered",6
"glittering",2
"gloomily",1
"glooming",1
"glorified",1
"glorious",2
"gloriously",4
"glory",3
"glowed",2
"glum",1
"gnarled",1
"go",228
"go-by",1
"goat",3
"goat-skin",1
"goats",15
"goats’",1
"gobbet",1
"god",24
"god-speed",1
"goddess",5
"goddesses",1
"god’s",1
"goes",5
"goest",3
"goeth",9
"goggled",1
"going",53
"goings",5
"gold",40
"gold-adorned",1
"gold-clad",2
"gold-embroidered",1
"gold-sleeves",1
"golden",60
"golden-brown",1
"golden-hair",1
"golden-red",1
"gone",122
"good",169
"good-hap",1
"good-night",4
"good-will",4
"goodhap",2
"goodliest",1
"goodliness",4
"goodly",64
"goodly-towered",1
"goodmen",1
"goods",9
"gore",1
"gospel",1
"got",22
"gotten",23
"gown",61
"gown-hem",1
"gowns",2
"grace",8
"graceful",1
"graces",1
"gracious",2
"graciously",1
"grain",1
"grand",1
"grandchildren",2
"grandest",1
"grandly",1
"grant",5
"granted",3
"granting",1
"grapes",1
"grass",60
"grassed",6
"grassy",7
"grave",3
"gravel",2
"great",161
"greater",5
"greatest",2
"greatly",1
"greedily",1
"greedy",3
"green",132
"green-clad",3
"greenery",1
"greenford",37
"greenland",1
"greensward",26
"greenswarded",1
"greet",2
"greeted",7
"greeting",2
"greetings",1
"greets",1
"grew",39
"grey",37
"grey-eyed",1
"grey-headed",1
"grey-heads",1
"grey-nag’s",1
"greybeard",1
"greyhead",2
"greywethers",25
"grief",59
"griefs",2
"grieve",9
"grieved",16
"grievous",6
"grievously",3
"grim",11
"grimaces",1
"grimly",7
"grimness",1
"grind",1
"grinned",2
"grinning",2
"grizzle-haired",1
"grizzled",1
"grizzled-haired",1
"ground",41
"grout",1
"grovel",1
"grow",17
"groweth",2
"growing",11
"growling",1
"grown",38
"grows",1
"grudge",8
"grudging",3
"gruff",1
"gruffly",2
"guard",6
"guarded",1
"guarding",2
"guards",1
"guess",1
"guessed",1
"guest",13
"guested",1
"guestful",1
"guesting",3
"guests",1
"guest’s",1
"guidance",2
"guide",2
"guided",1
"guild",6
"guildhall",1
"guilds",1
"guile",12
"guileful",1
"guileless",2
"guiles",2
"guilt",6
"guilty",1
"guise",2
"gulf",2
"gullet",1
"gunwale",4
"gushed",1
"habit",1
"habundia",80
"habundia’s",11
"had",920
"hadst",10
"hag",1
"haggard",4
"hags",1
"hah",10
"hail",5
"hailed",2
"hair",44
"hairless",1
"hairs",4
"hairy",1
"hale",2
"haled",1
"half",37
"half-armed",1
"half-blind",3
"half-dead",2
"half-devil",1
"half-finished",1
"half-hidden",1
"half-minded",1
"half-score",1
"half-way",1
"hall",74
"hall-porch",1
"hall-windows",1
"hallings",1
"hallow",1
"hallowed",4
"hallows",1
"halter",1
"hamlet",1
"hand",269
"hand-inhand",1
"hand-kissing",1
"hand-shackles",1
"handed",2
"handfuls",2
"handier",1
"handiwork",2
"handle",2
"handled",4
"handling",2
"handmaid",1
"hands",132
"handy",4
"hang",1
"hang-dog-like",1
"hangeth",1
"hanging",13
"hangs",2
"hanker",1
"hap",5
"hapless",4
"happed",3
"happen",14
"happened",20
"happier",3
"happily",13
"happiness",5
"happy",51
"haps",3
"harboured",1
"hard",74
"hard-looking",1
"harden",1
"hardened",3
"hardening",1
"harder",2
"hardier",1
"hardiest",1
"hardihood",1
"hardily",1
"hardly",4
"hardness",2
"hards",1
"hardy",2
"hare-bells",2
"hares",1
"harm",7
"harmless",1
"harmony",1
"harness",1
"harp",5
"harsh",5
"hart",3
"harvest",3
"has",26
"hast",171
"haste",12
"hasten",1
"hastened",12
"hastening",1
"hastily",7
"hasty",2
"hat",1
"hate",7
"hated",1
"hateful",2
"hatest",2
"hateth",1
"hath",127
"hatred",2
"hauberk",11
"hauled",1
"haunt",4
"haunted",7
"haunteth",1
"haunting",1
"hauntings",2
"have",659
"haven",6
"having",11
"havings",1
"hawk-bright",1
"hawk-eyed",2
"hawk-eyes",2
"hawk-grey",1
"hawk’s",1
"hawthorn",1
"hawthorn-tree",1
"hawthorns",1
"hay",1
"hay-field",1
"haysel",2
"hazards",1
"haze",4
"hazel",3
"hazel-bush",1
"hazel-copse",1
"hazel-eyed",1
"hazelled",1
"hazy",1
"he",1056
"head",141
"head-burg",1
"headpiece",1
"heads",11
"heal",3
"healed",2
"healing",1
"health",1
"heap",3
"heaped",2
"hear",44
"heard",111
"heardest",1
"hearest",1
"heareth",2
"hearing",8
"hearken",30
"hearkened",14
"hearkening",8
"hearsay",1
"heart",216
"heart-sick",1
"heart-sickness",1
"heart-sore",1
"heart-whole",2
"hearth",6
"hearths",1
"heartily",5
"hearts",18
"heartsick",1
"heartsickness",1
"hearts’",1
"heart’s",3
"heat",1
"heather",1
"heaved",4
"heaven",6
"heavens",7
"heavier",2
"heavily",6
"heaving",1
"heavy",26
"heavy-footed",2
"heavy-hearted",1
"hedge",3
"heed",19
"heeded",12
"heedful",4
"heedfully",13
"heeding",1
"heedless",1
"heel",2
"heels",3
"hefted",1
"heights",1
"held",53
"hell",6
"helm",8
"helmed",1
"helms",1
"help",52
"helped",6
"helper",2
"helping",11
"helpless",7
"helplessness",1
"hem",2
"hems",1
"hen",1
"hence",16
"henceforth",6
"henceforward",4
"her",3249
"herb",3
"herbage",1
"herbs",2
"herd",3
"herding",1
"herdsman",1
"here",196
"hereabout",2
"hereabouts",1
"hereafore",1
"hereafter",11
"hereat",2
"hereby",3
"herein",29
"hereof",9
"hereon",1
"hereto",1
"heretofore",6
"herewith",1
"heritage",1
"hermit",2
"hermitage",1
"heron",1
"herons",1
"hers",13
"herse",5
"herseemed",4
"herself",146
"hewn",1
"hid",15
"hidden",15
"hide",10
"hideous",5
"hideth",1
"hiding",1
"high",34
"high-table",1
"higher",3
"highest",3
"hight",19
"highway",12
"hill",6
"hills",9
"hillside",1
"hilt",1
"him",586
"himseemed",1
"himself",31
"hind",5
"hinder",4
"hindered",3
"hindereth",1
"hindering",1
"hindrance",1
"hips",1
"hire",4
"hirelings",1
"his",531
"hist",1
"hit",1
"hither",70
"hitherto",5
"ho",3
"hoisted",1
"hold",98
"holden",2
"holding",11
"hole",1
"holiday",9
"holier",1
"hollow",5
"holly",2
"holpen",2
"holy",7
"homaging",1
"home",73
"home-riding",1
"homelike",1
"homely",1
"homestead",1
"homeward",1
"honest",2
"honey",4
"honey-coloured",1
"honeycomb",1
"honeycombs",1
"honeysuckle",2
"honour",20
"hood",3
"hook",1
"hook-nosed",2
"hooked",1
"hope",52
"hoped",1
"hopes",2
"hoping",1
"horn",12
"hornbeam",2
"horned",2
"horns",2
"horribly",3
"horror",1
"horse",55
"horse-hoofs",1
"horsed",5
"horseman’s",1
"horses",27
"horses’",1
"horse’s",4
"hosen",4
"host",9
"hostage",2
"hostel",1
"hostelries",1
"hostelry",2
"hosting",3
"hot",20
"hot-weather",1
"hotness",1
"hotter",1
"hottest",1
"hounds",1
"hour",48
"hours",37
"hours’",1
"hour’s",3
"house",208
"house-door",1
"house-life",1
"housed",1
"household",2
"housekeeping",1
"houseroom",1
"houses",11
"housewife",1
"hove",3
"how",243
"howbeit",1
"however",5
"howl",1
"howled",2
"howling",2
"howls",1
"howso",2
"howsoever",15
"huddled",1
"hue",7
"hues",1
"huge",15
"hugely",1
"hugh",85
"hugh’s",3
"human",2
"humble",4
"humbly",3
"hummed",1
"hundred",1
"hundreds",1
"hung",44
"hunger",11
"hunger-weary",1
"hungered",1
"hungry",6
"hunt",4
"hunted",2
"hunter",2
"hunters",2
"hunter’s",1
"hunting",2
"hunting-gown",1
"huntings",1
"huntress",1
"huntress’",1
"hurried",2
"hurry",1
"hurrying",5
"hurt",17
"husbandmen",1
"husbandry",1
"hush",3
"hushed",8
"husky",1
"hutch",2
"i",2120
"ice",1
"icy",1
"idle",3
"if",600
"ill",41
"ill-conditioned",1
"ill-content",3
"ill-covered",1
"ill-favoured",1
"ill-going",1
"ill-looked",1
"ill-omened",2
"ill-pleased",2
"ill-saying",1
"ill-shapen",1
"image",36
"imagery",1
"images",11
"imagined",1
"imaginer",1
"imaginings",2
"import",7
"impudence",1
"impudent",2
"imputed",1
"in",1491
"incense",1
"inch",1
"inclined",1
"incomings",1
"increase",24
"increased",2
"indeed",87
"ingate",1
"inkling",6
"inland",1
"inlet",1
"inmost",4
"inner",1
"innermost",3
"innocent",2
"instant",1
"instead",3
"intent",2
"intently",1
"intertwined",1
"into",382
"inward",1
"inwardly",3
"irk",1
"irked",5
"irksome",1
"iron",4
"irons",4
"is",846
"island",2
"isle",100
"isles",16
"issued",1
"it",1820
"its",75
"itself",13
"ivory",3
"jack",1
"jacks",1
"jacobus",6
"jangling",1
"jaws",4
"jealous",1
"jeer",1
"jeering",3
"jest",1
"jewel",5
"jewels",2
"jingle",1
"jingling",1
"join",4
"joined",4
"joining",2
"jostling",1
"journey",16
"journey’s",4
"jovial",1
"joy",71
"joyance",4
"joyful",3
"joyfully",2
"joyous",13
"joyously",4
"joys",1
"judges",1
"judgment",3
"july",1
"june",8
"junkets",1
"just",33
"kale-blade",1
"keel",9
"keen",6
"keen-eyed",1
"keener",1
"keenest",2
"keenly",3
"keep",46
"keepers",1
"keepeth",3
"keeping",4
"keepsake",3
"keg",1
"kept",20
"kestrel",1
"key",6
"key-trees",1
"keys",2
"kicked",1
"kilted",1
"kin",1
"kind",96
"kinder",2
"kindest",5
"kindle",1
"kindled",2
"kindly",50
"kindness",30
"kindred",7
"kindreds",2
"kine",14
"king",16
"kingdoms",1
"kings",10
"kings’",1
"king’s",4
"kinned",2
"kinsfolk",1
"kinsman",1
"kinswoman",2
"kinswomen",1
"kiss",25
"kissed",105
"kisses",6
"kissing",19
"kite",1
"kites",1
"kith",1
"knee",10
"knee-deep",2
"kneel",6
"kneeled",1
"kneeling",2
"knees",18
"knelt",42
"knew",115
"knewest",1
"knife",18
"knight",177
"knighthood",7
"knightly",3
"knights",26
"knight’s",14
"knit",10
"knitted",3
"knitting",2
"knocked",1
"knocks",1
"knoll",8
"knolls",2
"knot",2
"knots",3
"know",144
"knowest",14
"knoweth",8
"knowing",2
"knowledge",3
"known",14
"knows",4
"lace",1
"laced",1
"laces",1
"lack",12
"lacked",13
"lackest",1
"lacking",6
"lacks",1
"lad",21
"laded",1
"laden",2
"ladies",42
"ladies’",1
"lading",2
"lads",3
"lady",170
"lady-witch",2
"lady’s",6
"lad’s",1
"lagged",2
"laid",73
"lain",6
"lair",3
"lake",44
"lake-faring",1
"lake-side",1
"lakeside",1
"lakeward",1
"lakewards",1
"lamb’s",1
"lament",1
"lamentable",3
"lamentation",3
"lamentations",3
"lamented",6
"lamenting",5
"land",87
"land-wights",1
"landed",2
"landing",1
"landing-place",2
"landing-plain",1
"landing-stair",1
"landless",4
"lands",9
"landward",6
"landward-looking",1
"landwights",1
"land’s",1
"languishing",1
"lank",3
"lantern",4
"lap",3
"laps",1
"lapse",1
"lark",1
"lashes",1
"last",162
"lasted",3
"lastly",5
"latch",4
"late",8
"later",6
"latin",1
"latten",2
"latter",6
"laugh",4
"laughed",75
"laughest",1
"laughing",20
"laughter",9
"law",1
"lawful",1
"lawfully",1
"lawn",2
"lay",116
"layeth",1
"laying",1
"lays",1
"lazy",1
"lea",6
"lead",33
"leaden",1
"leader",1
"leading",11
"leads",2
"leaf",1
"leafage",1
"league",1
"leaguer",2
"lean",2
"leaned",2
"leaning",1
"leaping",1
"leapt",12
"learn",12
"learned",28
"learning",5
"leash",2
"least",52
"leather",1
"leave",60
"leaves",13
"leaveth",1
"leaving",7
"led",55
"lee",1
"leech",2
"leechcraft",1
"leechdoms",1
"leeward",2
"left",90
"leg",6
"leg-shackles",1
"legs",23
"leisure",2
"leisurely",2
"leman",1
"lend",5
"lendings",2
"length",4
"lent",4
"leonard",53
"less",60
"lesser",1
"lesson",10
"lest",53
"let",130
"let-pass",1
"lets",1
"letted",1
"letters",1
"lettest",2
"letting",1
"level",5
"lewd",1
"liberties",1
"licorous",2
"lid",1
"lie",27
"liefer",3
"lies",7
"liest",3
"lieth",14
"life",81
"life-days",2
"lifelong",1
"lift",2
"lifted",15
"lifting",5
"light",41
"light-flying",1
"light-foot",1
"light-hearted",2
"light-mindedly",1
"lighted",15
"lightened",1
"lighter",6
"lightest",1
"lightfoot",1
"lighting",1
"lightly",24
"lightning",3
"like",128
"like-minded",1
"liked",3
"likely",1
"liken",1
"likeness",4
"liketh",1
"likewise",1
"liking",2
"lilies",3
"lily",1
"lily-and-rose",1
"lily-lass",1
"limb",4
"limbs",19
"lime",1
"linden-tree",1
"line",3
"lineage",1
"linen",4
"lingered",2
"links",1
"lip",12
"lip-beard",1
"lips",29
"liquor",2
"listen",1
"listless",1
"lit",1
"lithe",1
"litten",1
"little",412
"little-hearted",1
"live",25
"lived",13
"livelihood",14
"livelihoods",1
"lives",6
"liveth",2
"living",13
"lizards",1
"lo",49
"load",1
"loaded",1
"loaf",2
"loathed",2
"loathing",4
"loathly",1
"loathsome",4
"loaves",1
"lock",6
"locked",1
"locks",1
"lodged",2
"lodging",3
"log",1
"logwood",1
"loin-girdle",1
"loins",6
"loitered",2
"loitering",1
"lone",1
"loneliness",1
"lonely",8
"lonesome",2
"long",189
"long-chinned",1
"long-hoary",1
"longed",18
"longer",48
"longest",4
"longing",37
"longings",2
"longs",1
"look",102
"looked",261
"lookest",5
"looketh",1
"looking",40
"looks",2
"loose",18
"loosed",3
"loosen",2
"loosened",3
"lord",28
"lordly",2
"lords",36
"lordship",2
"lords’",2
"lord’s",1
"lore",8
"lose",11
"loss",10
"lost",23
"lot",4
"loth",9
"loud",10
"loudly",1
"louis",1
"lousy",1
"louted",1
"love",187
"love-making",1
"loved",37
"lovelier",3
"loveliness",12
"loveling",4
"lovelings",6
"lovely",52
"lover",10
"lovers",12
"loves",16
"lovesome",5
"lovest",8
"loveth",9
"love’s",1
"loving",10
"loving-kindness",6
"lovingly",5
"low",24
"lower",7
"lowing",5
"lowly",1
"lucia",1
"luck",10
"lulled",1
"lump",3
"lurk",1
"lurking",2
"lust",2
"lying",30
"mad",3
"made",133
"madness",1
"maid",5
"maiden",51
"maidenhood",2
"maidens",10
"maiden’s",4
"maids",2
"mail",4
"main",7
"mainland",5
"maintain",1
"maintained",1
"majesty",4
"make",81
"makes",1
"makest",1
"maketh",2
"making",17
"male",1
"malefactors",1
"malice",8
"mallard",1
"man",207
"man-at-arms",2
"man-beast",1
"man-child",1
"man-folk",2
"man-like",1
"man-slayer",1
"manacles",1
"manchet",1
"manes",1
"manfolk",1
"manhood",4
"manifest",3
"manlike",2
"manly",1
"manner",16
"manners",2
"many",110
"manywise",1
"man’s",14
"mar",1
"marble",3
"march",2
"marches",2
"mariners",4
"mark",3
"marked",1
"market",6
"market-folk",1
"market-place",3
"market-wains",1
"marketings",1
"markets",1
"marred",1
"marriage",2
"marvel",8
"marvelled",9
"marvellous",3
"masons",1
"mass",2
"masses",3
"master",25
"master-thought",1
"master-work",1
"mastered",2
"masterful",2
"masterfully",1
"masters",6
"mastery",1
"master’s",1
"mate",6
"mateless",1
"mates",2
"mate’s",1
"matin-song",1
"matins",1
"matter",31
"mattered",1
"matters",28
"mattock",1
"maul",1
"may",368
"may-happen",1
"may-tide",1
"maybe",36
"mayest",18
"mayhappen",12
"mayor",7
"mayst",63
"maze",2
"mazer",2
"mazes",1
"me",971
"mead",10
"meadow",39
"meadow-land",4
"meadow-plain",1
"meadow-saffron",1
"meadow-sweet",4
"meadows",20
"meads",7
"meagre",1
"meal",6
"meal-tub",1
"meal’s",1
"mean",7
"meanest",2
"meaneth",1
"meaning",2
"means",9
"meant",12
"meantime",2
"meanwhile",23
"measure",5
"measureless",2
"measurely",1
"meat",27
"meat-bringer",1
"meat-fetcher",2
"meat-fetching",1
"meats",3
"meddle",4
"meddled",8
"medlar",1
"meek",8
"meekly",3
"meekness",1
"meet",62
"meeting",15
"melody",3
"melting",1
"memories",1
"memory",19
"men",152
"men-at-arms",22
"men-folk",1
"mended",1
"mending",1
"men’s",3
"merchants",1
"merciful",3
"merciless",2
"mercy",7
"mere",15
"merely",1
"merrier",6
"merriest",1
"merrily",19
"merriment",1
"merry",50
"meseemed",6
"meseemeth",40
"meseems",16
"message",1
"messenger",9
"messengers",5
"met",44
"metal",2
"methinks",2
"methought",3
"mickle",2
"mid",1
"mid-june",1
"mid-leg",1
"mid-morning",1
"middle",10
"middle-age",2
"middling",2
"midnight",2
"midst",5
"midsummer",4
"mien",2
"might",424
"mightest",9
"mightier",1
"mightily",3
"mightiness",1
"mighty",14
"might’st",1
"milch-beast",1
"milch-goats",1
"milch-kine",1
"mild",1
"milder",1
"mile",6
"miles",10
"mile’s",1
"milk",23
"milk-white",2
"milked",1
"milking",4
"milking-pail",1
"millers",1
"mind",112
"minded",8
"minds",4
"mine",79
"mingled",7
"minished",2
"minorites’",1
"minster",1
"minstrel",3
"minstrels",1
"minstrelsy",1
"minute",18
"minutes",5
"minutes’",1
"mirror",3
"mirth",2
"miscarried",1
"mischief",2
"misdeeds",1
"misdoer",1
"misdoubt",1
"misdoubted",3
"misdoubteth",1
"miserable",1
"miserably",5
"misery",6
"misgave",1
"mishandled",2
"mishandling",2
"mishap",3
"mishaps",1
"miss",5
"missed",5
"missing",1
"mist",11
"mistress",60
"mistress’s",2
"moaned",3
"moaning",2
"mock",9
"mocked",3
"mockery",4
"mocking",4
"mockingly",3
"mocks",1
"moment",25
"money",14
"monster",1
"month",8
"months",9
"months’",1
"mood",10
"moodiness",2
"moods",1
"moody",4
"moon",15
"moon-lit",1
"moonless",2
"moonlit",1
"moons",1
"moor-hen",1
"more",307
"moreover",57
"morn",10
"morn-dusk",1
"morning",63
"morning-tide",1
"morrow",35
"morrow’s",2
"morsel",11
"mortal",3
"mossy",1
"most",51
"most-like",1
"mostly",7
"mostwyke",4
"mote",8
"mote-house",2
"moth-eaten",1
"mother",63
"mother-naked",1
"mothers",1
"mother’s",5
"mould",1
"mouldy",1
"mound",1
"mount",3
"mountain",9
"mountain-folk",1
"mountain-land",1
"mountain-men",2
"mountains",20
"mounted",5
"mourners",1
"mourning",1
"mouse-ear",2
"mouse’s",1
"mouth",39
"mouthful",1
"mouthpiece",1
"move",13
"moved",22
"moves",1
"moving",5
"much",158
"much-besweated",1
"much-tarrying",1
"much-twisted",1
"multitude",2
"murder-council",1
"murmur",2
"murmured",3
"murmuring",2
"music",6
"musicians",1
"must",204
"muster",1
"muttered",5
"muttons",1
"my",675
"myself",41
"nag",1
"nail",2
"nailed",1
"naked",41
"naked-skinned",1
"nakedness",8
"name",20
"named",2
"nameless",2
"names",3
"nape",1
"narrow",7
"narrow-eyed",1
"narrow-hipped",1
"narrowed",2
"narrowest",2
"natheless",1
"nature",2
"nay",130
"naysaid",4
"naysay",6
"naysayeth",1
"near",14
"nearby",1
"neared",3
"nearer",4
"nearest",1
"nearing",3
"nearly",1
"neat",5
"neb",3
"neck",29
"need",53
"needed",11
"needest",8
"needeth",5
"needful",5
"needle",4
"needle-woman",1
"needlework",5
"needs",77
"neighbour",3
"neighbourly",1
"neighbours",4
"neighbours’",1
"neither",52
"ness",4
"nesses",1
"nest",1
"nestled",2
"nestling",1
"nether",1
"never",91
"nevertheless",13
"new",52
"new-builded",2
"new-comer",13
"new-comers",4
"new-gained",2
"new-thrust-up",1
"newcomer",1
"newel",1
"newfound",1
"newly",1
"newness",1
"news",1
"next",65
"nibblers",1
"nicely",3
"nicholas",1
"nick",1
"niggard",1
"nigh",43
"nigher",20
"nighest",4
"nighness",1
"night",100
"night-harbour",1
"night-long",3
"night-season",1
"night-tide",3
"nightfall",3
"nightingales",2
"nightmares",1
"nights",2
"night’s",1
"nimble",1
"ninth",1
"no",427
"noble",6
"nobles",3
"nobly",1
"nock",2
"nocked",4
"nodded",12
"nodding",1
"noise",8
"noiseless",2
"noisy",1
"none",75
"nonetheless",1
"nook",5
"nooks",2
"noon",29
"noon-tide",1
"noontide",1
"nor",140
"north",9
"north-away",1
"north-east",4
"northern",4
"northward",2
"northwest",1
"nose",8
"noseling",1
"nostrils",1
"not",1117
"notary",1
"note",10
"noted",21
"noteworthy",1
"nothing",37
"notwithstanding",1
"nought",245
"nourished",1
"november",1
"now",854
"nowhere",6
"nowhither",2
"nowise",22
"numbers",1
"nurse",1
"nuts",1
"o",57
"oaf",1
"oak",26
"oak-boughs",1
"oak-chaplet",1
"oak-clad",1
"oak-glades",1
"oak-leaves",1
"oak-tree",4
"oak-trees",2
"oak-wreath",2
"oaken",2
"oakland",1
"oaks",1
"oar",1
"oarless",2
"oath",9
"obedience",2
"obedient",3
"obeisance",5
"obey",12
"obeyed",2
"obsequies",1
"occasion",18
"october",1
"of",3562
"off",125
"offence",1
"offer",5
"offered",5
"office",1
"offing",4
"oft",31
"often",6
"oftener",2
"oftenest",2
"of’",1
"oh",4
"old",107
"older",7
"oldest",2
"oldish",1
"oliphant",2
"on",998
"once",114
"one",338
"ones",16
"ones’",1
"onfall",1
"only",41
"onset",1
"open",31
"open-eyed",1
"open-handed",1
"opened",22
"opening",3
"openly",2
"oppressed",5
"oppressor",1
"or",417
"orchard",14
"orchards",1
"ordained",1
"order",2
"ordered",3
"ort",2
"osiers",1
"osprey",1
"other",188
"others",60
"othersome",1
"otherwhere",3
"otherwhiles",1
"otherwise",24
"other’s",4
"otter",8
"ouch",1
"ouches",1
"our",300
"ours",8
"ourselves",11
"out",374
"out-a-doors",4
"out-a-gates",15
"out-gate",1
"out-gates",1
"out-gone",1
"out-house",1
"outboard",1
"outcast",4
"outer",2
"outermost",1
"outgoing",1
"outgoings",1
"outhouse",1
"outlandish",1
"outlaw",1
"outright",4
"outrun",1
"outside",1
"outskirts",2
"outstretched",1
"outthrusting",1
"outward",3
"over",251
"over-anxious",1
"over-bold",1
"over-clear",2
"over-easily",1
"over-happy",2
"over-heavy",1
"over-kind",1
"over-light",1
"over-long",2
"over-meek",1
"over-much",6
"over-near",1
"over-nigh",1
"over-run",2
"over-sweet",1
"over-thwart",2
"over-weary",1
"over-well",1
"over-wise",1
"over-wrought",1
"over-young",1
"overboard",3
"overcame",5
"overcast",3
"overcome",13
"overcometh",1
"overfast",1
"overgo",1
"overgrown",2
"overhauling",1
"overhead",5
"overhung",1
"overloud",1
"overmaster",1
"overmastered",1
"overmuch",15
"overslept",1
"overtake",2
"overthrown",2
"overtook",1
"overwhelmed",1
"owe",2
"owls",1
"own",80
"o’clock",1
"pace",3
"paced",3
"paces",5
"pacing",3
"packs",1
"padding",1
"paddled",1
"page",1
"paid",4
"pail",1
"pain",18
"pained",1
"pains",1
"paint",1
"painted",4
"painting",1
"pair",4
"palace",4
"pale",40
"pale-faced",1
"paled",4
"paler",1
"palfrey",10
"pall",2
"palm",5
"palms",5
"palsy",1
"pan",1
"pang",4
"pannier",2
"panniers",1
"panting",4
"paradise",3
"parched",1
"pardon",23
"pardoned",1
"park",2
"part",66
"partaker",1
"partakers",1
"parted",9
"parting",5
"partly",8
"parts",7
"pass",29
"passage",1
"passed",28
"passing",5
"passion",9
"past",28
"past-master",1
"pastimes",1
"pasture",1
"pastures",1
"patching",1
"path",8
"paths",1
"patience",7
"patient",1
"patiently",1
"patting",2
"paved",1
"pavement",2
"pavilion",8
"pay",10
"payment",1
"peace",39
"peaceable",1
"peaceful",5
"peacefully",3
"pear",2
"pearl",8
"pearled",1
"pearls",1
"pedant",1
"peered",1
"peering",2
"peevish",1
"peevishly",2
"penance",2
"penniless",1
"pennons",3
"pensive",2
"people",14
"peradventure",2
"perchance",28
"perforce",4
"peril",36
"perilous",11
"perils",2
"perish",2
"perished",2
"perplexed",2
"perron",11
"perry",1
"pertained",1
"pestilence",1
"peter",3
"picked",2
"picture",6
"pictured",1
"pictures",1
"piece",13
"piecemeal",1
"pieces",1
"pikes",1
"piled",1
"pilgrimage",1
"pillar",8
"pillared",2
"pillars",7
"pillow",5
"pillows",1
"pin",1
"pinch",1
"pinching",1
"pine",3
"pined",3
"pining",2
"pinnacles",1
"pious",1
"pipe",1
"pitched",2
"piteous",5
"piteously",6
"pitied",4
"pitiful",1
"pitifully",3
"pitiless",2
"pity",24
"place",80
"places",9
"plague",1
"plain",22
"plainer",1
"plainly",1
"plains",2
"plashed",3
"plates",1
"platter",1
"platters",1
"play",20
"played",6
"players",1
"playing",11
"playmates",1
"plead",2
"pleasance",6
"pleasant",11
"pleasantly",2
"please",5
"pleased",11
"pleases",1
"pleaseth",1
"pleasure",41
"pledge",3
"plenished",1
"plenishing",1
"plenteous",9
"plenteously",4
"plentiful",1
"plenty",5
"plight",8
"plinlimmon",1
"plough",1
"ploughed",1
"pluck",5
"plucked",8
"plump",1
"plunged",2
"point",14
"pointed",6
"pointing",1
"poison",4
"poison-jar",1
"poisonous",1
"pole",2
"polished",4
"pomp",2
"ponder",2
"pondered",4
"pondering",6
"pool",8
"poor",30
"poor-wife",9
"poor-wife’s",1
"porch",5
"portcullis",1
"porte",7
"portend",1
"porter",1
"possessed",1
"possession",1
"possessions",1
"postern",2
"potherb",2
"potherbs",1
"pouch",13
"poulaine",1
"poured",1
"pouring",1
